Divipola,Departamento,Municipio,evViolArm,perViolArm,evDesp,perDesp,evAtaqCiv,perAtaqCiv,evDesas,perDesas,evUngrd,perUngrd,Afectacion
5001,ANTIOQUIA,MEDELLÍN,2,1,1,0,75,102,11,900,9,224,Alto
5002,ANTIOQUIA,ABEJORRAL,0,0,0,0,0,0,0,0,2,11,Bajo
5004,ANTIOQUIA,ABRIAQUÍ,0,0,0,0,0,0,0,0,1,13,Bajo
5021,ANTIOQUIA,ALEJANDRÍA,0,0,0,0,0,0,1,0,1,0,Bajo
5030,ANTIOQUIA,AMAGÁ,0,0,0,0,1,2,1,0,10,1867,Medio
5031,ANTIOQUIA,AMALFI,3,2,0,0,1,5,0,0,4,24,Bajo
5034,ANTIOQUIA,ANDES,1,2,1,84,2,3,1,0,3,44,Bajo
5036,ANTIOQUIA,ANGELÓPOLIS,0,0,0,0,0,0,1,0,1,52,Bajo
5038,ANTIOQUIA,ANGOSTURA,0,0,0,0,0,0,0,0,0,0,
5040,ANTIOQUIA,ANORÍ,2,9,0,0,4,5,0,0,3,463,Bajo
5042,ANTIOQUIA,SANTA FÉ DE ANTIOQUIA,2,3,0,0,4,7,3,0,6,99,Bajo
5044,ANTIOQUIA,ANZÁ,0,0,0,0,0,0,0,0,8,2068,Medio
5045,ANTIOQUIA,APARTADÓ,3,6,0,0,0,0,1,0,6,11932,Bajo
5051,ANTIOQUIA,ARBOLETES,1,1,0,0,0,0,0,0,1,5,Bajo
5055,ANTIOQUIA,ARGELIA,0,0,0,0,0,0,0,0,1,8,Bajo
5059,ANTIOQUIA,ARMENIA,0,0,0,0,0,0,0,0,0,0,
5079,ANTIOQUIA,BARBOSA,1,1,0,0,1,1,0,0,7,25,Medio
5086,ANTIOQUIA,BELMIRA,1,3,0,0,1,1,0,0,0,0,Bajo
5088,ANTIOQUIA,BELLO,1,2,0,0,17,23,1,1611,8,185,Medio
5091,ANTIOQUIA,BETANIA,0,0,0,0,1,1,1,0,4,125,Bajo
5093,ANTIOQUIA,BETULIA,1,2,0,0,0,0,1,7000,4,14,Bajo
5101,ANTIOQUIA,CIUDAD BOLÍVAR,0,0,0,0,3,3,1,0,2,37,Bajo
5107,ANTIOQUIA,BRICEÑO,0,0,0,0,1,1,0,0,1,4,Bajo
5113,ANTIOQUIA,BURITICÁ,0,0,0,0,2,4,0,0,4,3206,Bajo
5120,ANTIOQUIA,CÁCERES,5,0,0,0,4,4,0,0,6,10287,Bajo
5125,ANTIOQUIA,CAICEDO,0,0,0,0,0,0,0,0,0,0,
5129,ANTIOQUIA,CALDAS,1,0,0,0,2,2,1,0,10,360,Medio
5134,ANTIOQUIA,CAMPAMENTO,0,0,0,0,0,0,1,1000,1,40,Bajo
5138,ANTIOQUIA,CAÑASGORDAS,3,524,0,0,0,0,0,0,1,0,Bajo
5142,ANTIOQUIA,CARACOLÍ,0,0,0,0,0,0,0,0,0,0,
5145,ANTIOQUIA,CARAMANTA,0,0,0,0,0,0,0,0,0,0,
5147,ANTIOQUIA,CAREPA,2,4,0,0,2,3,2,0,5,12247,Bajo
5148,ANTIOQUIA,EL CARMEN DE VIBORAL,0,0,0,0,2,2,0,0,1,9,Bajo
5150,ANTIOQUIA,CAROLINA,0,0,0,0,0,0,0,0,0,0,
5154,ANTIOQUIA,CAUCASIA,0,0,0,0,7,6,3,1000,5,15258,Bajo
5172,ANTIOQUIA,CHIGORODÓ,4,7,0,0,2,2,1,0,4,125,Bajo
5190,ANTIOQUIA,CISNEROS,0,0,0,0,0,0,0,0,0,0,
5197,ANTIOQUIA,COCORNÁ,0,0,0,0,0,0,1,0,3,92,Bajo
5206,ANTIOQUIA,CONCEPCIÓN,0,0,0,0,1,1,0,0,0,0,Bajo
5209,ANTIOQUIA,CONCORDIA,1,0,0,0,1,2,0,0,6,104,Bajo
5212,ANTIOQUIA,COPACABANA,1,1,0,0,4,4,0,0,1,0,Bajo
5234,ANTIOQUIA,DABEIBA,0,0,0,0,2,1,3,0,7,359,Medio
5237,ANTIOQUIA,DONMATÍAS,0,0,0,0,0,0,0,0,2,64,Bajo
5240,ANTIOQUIA,EBÉJICO,1,1,0,0,1,1,0,0,3,82,Bajo
5250,ANTIOQUIA,EL BAGRE,3,5,0,0,7,10,1,750,6,3798,Bajo
5264,ANTIOQUIA,ENTRERRÍOS,0,0,0,0,0,0,0,0,0,0,
5266,ANTIOQUIA,ENVIGADO,0,0,0,0,3,3,0,0,1,4,Bajo
5282,ANTIOQUIA,FREDONIA,1,0,0,0,4,4,1,0,2,6,Bajo
5284,ANTIOQUIA,FRONTINO,4,11,0,0,2,2,1,0,1,0,Bajo
5306,ANTIOQUIA,GIRALDO,0,0,0,0,1,1,0,0,0,0,Bajo
5308,ANTIOQUIA,GIRARDOTA,0,0,0,0,0,0,0,0,1,12,Bajo
5310,ANTIOQUIA,GÓMEZ PLATA,0,0,0,0,0,0,0,0,0,0,
5313,ANTIOQUIA,GRANADA,0,0,0,0,2,2,0,0,1,2,Bajo
5315,ANTIOQUIA,GUADALUPE,1,1,0,0,0,0,0,0,1,0,Bajo
5318,ANTIOQUIA,GUARNE,1,2,0,0,0,0,1,0,1,69,Bajo
5321,ANTIOQUIA,GUATAPÉ,0,0,0,0,0,0,0,0,1,8,Bajo
5347,ANTIOQUIA,HELICONIA,0,0,0,0,0,0,1,0,5,910,Bajo
5353,ANTIOQUIA,HISPANIA,0,0,0,0,0,0,0,0,0,0,
5360,ANTIOQUIA,ITAGÜÍ,0,0,0,0,7,7,1,0,5,358,Bajo
5361,ANTIOQUIA,ITUANGO,10,41,0,0,2,2,0,0,2,0,Alto
5364,ANTIOQUIA,JARDÍN,0,0,0,0,1,1,0,0,0,0,Bajo
5368,ANTIOQUIA,JERICÓ,0,0,0,0,0,0,0,0,2,0,Bajo
5376,ANTIOQUIA,LA CEJA,0,0,0,0,0,0,0,0,6,14,Bajo
5380,ANTIOQUIA,LA ESTRELLA,0,0,0,0,2,3,0,0,2,13,Bajo
5390,ANTIOQUIA,LA PINTADA,0,0,0,0,0,0,0,0,1,0,Bajo
5400,ANTIOQUIA,LA UNIÓN,0,0,0,0,1,1,1,0,6,163,Bajo
5411,ANTIOQUIA,LIBORINA,0,0,0,0,0,0,0,0,2,3,Bajo
5425,ANTIOQUIA,MACEO,0,0,0,0,0,0,0,0,1,36,Bajo
5440,ANTIOQUIA,MARINILLA,0,0,0,0,0,0,0,0,1,0,Bajo
5467,ANTIOQUIA,MONTEBELLO,0,0,0,0,0,0,0,0,4,114,Bajo
5475,ANTIOQUIA,MURINDÓ,0,0,0,0,1,17,1,1500,2,2418,Bajo
5480,ANTIOQUIA,MUTATÁ,0,0,0,0,2,3,0,0,1,600,Bajo
5483,ANTIOQUIA,NARIÑO,0,0,0,0,0,0,0,0,3,70,Bajo
5490,ANTIOQUIA,NECOCLÍ,1,0,0,0,0,0,0,0,3,303,Bajo
5495,ANTIOQUIA,NECHÍ,0,0,0,0,0,0,1,5558,7,605,Medio
5501,ANTIOQUIA,OLAYA,0,0,0,0,0,0,0,0,3,7,Bajo
5541,ANTIOQUIA,PEÑOL,0,0,0,0,1,1,0,0,2,6,Bajo
5543,ANTIOQUIA,PEQUE,3,6,0,0,1,0,0,0,0,0,Bajo
5576,ANTIOQUIA,PUEBLORRICO,0,0,0,0,0,0,0,0,0,0,
5579,ANTIOQUIA,PUERTO BERRÍO,0,0,0,0,3,6,1,0,7,1121,Medio
5585,ANTIOQUIA,PUERTO NARE,0,0,0,0,0,0,0,0,1,680,Bajo
5591,ANTIOQUIA,PUERTO TRIUNFO,0,0,0,0,0,0,0,0,0,0,
5604,ANTIOQUIA,REMEDIOS,6,3,0,0,8,13,0,0,2,0,Bajo
5607,ANTIOQUIA,RETIRO,0,0,0,0,0,0,0,0,3,36,Bajo
5615,ANTIOQUIA,RIONEGRO,0,0,0,0,4,7,0,0,1,32,Bajo
5628,ANTIOQUIA,SABANALARGA,0,0,0,0,0,0,0,0,0,0,
5631,ANTIOQUIA,SABANETA,0,0,0,0,0,0,0,0,1,0,Bajo
5642,ANTIOQUIA,SALGAR,1,1,0,0,3,8,1,0,1,0,Bajo
5647,ANTIOQUIA,SAN ANDRÉS DE CUERQUÍA,0,0,0,0,0,0,0,0,2,14,Bajo
5649,ANTIOQUIA,SAN CARLOS,0,0,0,0,1,1,2,2880,3,749,Bajo
5652,ANTIOQUIA,SAN FRANCISCO,0,0,0,0,0,0,0,0,10,1241,Medio
5656,ANTIOQUIA,SAN JERÓNIMO,1,4,0,0,2,1,0,0,2,44,Bajo
5658,ANTIOQUIA,SAN JOSÉ DE LA MONTAÑA,0,0,0,0,0,0,0,0,0,0,
5659,ANTIOQUIA,SAN JUAN DE URABÁ,0,0,0,0,0,0,0,0,0,0,
5660,ANTIOQUIA,SAN LUIS,0,0,0,0,2,4,1,0,3,23,Bajo
5664,ANTIOQUIA,SAN PEDRO DE LOS MILAGROS,1,3,0,0,0,0,0,0,0,0,Bajo
5665,ANTIOQUIA,SAN PEDRO DE URABÁ,2,1,0,0,1,0,0,0,1,0,Bajo
5667,ANTIOQUIA,SAN RAFAEL,0,0,0,0,1,1,0,0,1,1,Bajo
5670,ANTIOQUIA,SAN ROQUE,0,0,0,0,1,0,0,0,0,0,Bajo
5674,ANTIOQUIA,SAN VICENTE FERRER,0,0,0,0,0,0,0,0,1,0,Bajo
5679,ANTIOQUIA,SANTA BÁRBARA,0,0,0,0,1,2,0,0,6,62,Bajo
5686,ANTIOQUIA,SANTA ROSA DE OSOS,0,0,0,0,1,1,0,0,0,0,Bajo
5690,ANTIOQUIA,SANTO DOMINGO,0,0,0,0,4,7,0,0,0,0,Bajo
5697,ANTIOQUIA,EL SANTUARIO,0,0,0,0,0,0,0,0,2,0,Bajo
5736,ANTIOQUIA,SEGOVIA,1,0,0,0,5,5,0,0,1,12,Bajo
5756,ANTIOQUIA,SONSÓN,0,0,0,0,3,5,0,0,1,108,Bajo
5761,ANTIOQUIA,SOPETRÁN,0,0,0,0,0,0,0,0,7,2518,Medio
5789,ANTIOQUIA,TÁMESIS,0,0,0,0,1,1,0,0,9,231,Medio
5790,ANTIOQUIA,TARAZÁ,0,0,0,0,3,3,1,9612,2,1755,Bajo
5792,ANTIOQUIA,TARSO,0,0,0,0,0,0,0,0,0,0,
5809,ANTIOQUIA,TITIRIBÍ,1,0,1,60,2,2,0,0,4,72,Bajo
5819,ANTIOQUIA,TOLEDO,0,0,0,0,0,0,0,0,3,3,Bajo
5837,ANTIOQUIA,TURBO,5,4,0,0,3,3,2,0,3,365,Bajo
5842,ANTIOQUIA,URAMITA,4,7,0,0,0,0,0,0,5,293,Bajo
5847,ANTIOQUIA,URRAO,5,827,2,556,4,5,0,0,1,5,Bajo
5854,ANTIOQUIA,VALDIVIA,4,3,0,0,2,2,1,0,5,21,Bajo
5856,ANTIOQUIA,VALPARAÍSO,0,0,0,0,0,0,0,0,0,0,
5858,ANTIOQUIA,VEGACHÍ,4,5,0,0,2,1,0,0,2,28,Bajo
5861,ANTIOQUIA,VENECIA,0,0,0,0,2,3,0,0,2,50,Bajo
5873,ANTIOQUIA,VIGÍA DEL FUERTE,0,0,0,0,0,0,2,300,3,809,Bajo
5885,ANTIOQUIA,YALÍ,0,0,0,0,0,0,0,0,0,0,
5887,ANTIOQUIA,YARUMAL,1,2,0,0,0,0,0,0,0,0,Bajo
5890,ANTIOQUIA,YOLOMBÓ,0,0,0,0,2,2,0,0,0,0,Bajo
5893,ANTIOQUIA,YONDÓ,0,0,0,0,1,0,0,0,3,720,Bajo
5895,ANTIOQUIA,ZARAGOZA,1,1,0,0,1,0,0,0,2,1252,Bajo
8001,ATLÁNTICO,BARRANQUILLA,1,1,0,0,18,21,1,0,3,145,Bajo
8078,ATLÁNTICO,BARANOA,0,0,0,0,0,0,0,0,1,76,Bajo
8137,ATLÁNTICO,CAMPO DE LA CRUZ,0,0,0,0,1,10,0,0,0,0,Bajo
8141,ATLÁNTICO,CANDELARIA,0,0,0,0,0,0,0,0,0,0,
8296,ATLÁNTICO,GALAPA,1,1,0,0,0,0,0,0,0,0,Bajo
8372,ATLÁNTICO,JUAN DE ACOSTA,0,0,0,0,0,0,0,0,0,0,
8421,ATLÁNTICO,LURUACO,0,0,0,0,0,0,0,0,2,181,Bajo
8433,ATLÁNTICO,MALAMBO,0,0,0,0,1,1,0,0,1,475,Bajo
8436,ATLÁNTICO,MANATÍ,0,0,0,0,1,1,0,0,4,634,Bajo
8520,ATLÁNTICO,PALMAR DE VARELA,0,0,0,0,0,0,0,0,0,0,
8549,ATLÁNTICO,PIOJÓ,0,0,0,0,0,0,0,0,1,0,Bajo
8558,ATLÁNTICO,POLONUEVO,0,0,0,0,0,0,0,0,0,0,
8560,ATLÁNTICO,PONEDERA,0,0,0,0,0,0,0,0,0,0,
8573,ATLÁNTICO,PUERTO COLOMBIA,0,0,0,0,1,1,0,0,0,0,Bajo
8606,ATLÁNTICO,REPELÓN,1,1,0,0,0,0,0,0,0,0,Bajo
8634,ATLÁNTICO,SABANAGRANDE,0,0,0,0,0,0,0,0,0,0,
8638,ATLÁNTICO,SABANALARGA,0,0,0,0,0,0,0,0,4,368,Bajo
8675,ATLÁNTICO,SANTA LUCÍA,0,0,0,0,0,0,0,0,0,0,
8685,ATLÁNTICO,SANTO TOMÁS,0,0,0,0,0,0,0,0,0,0,
8758,ATLÁNTICO,SOLEDAD,0,0,0,0,5,8,0,0,4,325,Bajo
8770,ATLÁNTICO,SUAN,0,0,0,0,0,0,0,0,1,796,Bajo
8832,ATLÁNTICO,TUBARÁ,0,0,0,0,0,0,0,0,0,0,
8849,ATLÁNTICO,USIACURÍ,0,0,0,0,0,0,0,0,1,58,Bajo
11001,BOGOTÁ. D.C.,BOGOTÁ. D.C.,1,0,0,0,16,58,4,250,10,1219,Medio
13001,BOLÍVAR,CARTAGENA DE INDIAS,0,0,0,0,0,0,0,0,6,32,Bajo
13006,BOLÍVAR,ACHÍ,0,0,0,0,0,0,1,9020,0,0,
13030,BOLÍVAR,ALTOS DEL ROSARIO,0,0,0,0,0,0,0,0,0,0,
13042,BOLÍVAR,ARENAL,0,0,0,0,0,0,0,0,0,0,
13052,BOLÍVAR,ARJONA,0,0,0,0,0,0,0,0,0,0,
13062,BOLÍVAR,ARROYOHONDO,0,0,0,0,0,0,0,0,0,0,
13074,BOLÍVAR,BARRANCO DE LOBA,0,0,0,0,0,0,0,0,0,0,
13140,BOLÍVAR,CALAMAR,0,0,0,0,0,0,0,0,0,0,
13160,BOLÍVAR,CANTAGALLO,0,0,0,0,0,0,0,0,0,0,
13188,BOLÍVAR,CICUCO,0,0,0,0,0,0,0,0,0,0,
13212,BOLÍVAR,CÓRDOBA,0,0,0,0,0,0,0,0,0,0,
13222,BOLÍVAR,CLEMENCIA,0,0,0,0,0,0,0,0,0,0,
13244,BOLÍVAR,EL CARMEN DE BOLÍVAR,0,0,0,0,0,0,0,0,1,3,Bajo
13248,BOLÍVAR,EL GUAMO,0,0,0,0,0,0,0,0,0,0,
13268,BOLÍVAR,EL PEÑÓN,0,0,0,0,0,0,0,0,1,0,Bajo
13300,BOLÍVAR,HATILLO DE LOBA,0,0,0,0,0,0,0,0,0,0,
13430,BOLÍVAR,MAGANGUÉ,0,0,0,0,0,0,1,16038,3,50,Bajo
13433,BOLÍVAR,MAHATES,0,0,0,0,0,0,0,0,0,0,
13440,BOLÍVAR,MARGARITA,0,0,0,0,0,0,0,0,1,4000,Bajo
13442,BOLÍVAR,MARÍA LA BAJA,0,0,0,0,0,0,0,0,0,0,
13458,BOLÍVAR,MONTECRISTO,0,0,0,0,0,0,0,0,1,2500,Bajo
13468,BOLÍVAR,SANTA CRUZ DE MOMPOX,0,0,0,0,0,0,0,0,1,928,Bajo
13473,BOLÍVAR,MORALES,0,0,0,0,0,0,0,0,0,0,
13490,BOLÍVAR,NOROSÍ,0,0,0,0,0,0,0,0,0,0,
13549,BOLÍVAR,PINILLOS,0,0,0,0,0,0,0,0,1,0,Bajo
13580,BOLÍVAR,REGIDOR,0,0,0,0,0,0,0,0,0,0,
13600,BOLÍVAR,RÍO VIEJO,0,0,0,0,0,0,0,0,0,0,
13620,BOLÍVAR,SAN CRISTÓBAL,0,0,0,0,0,0,0,0,0,0,
13647,BOLÍVAR,SAN ESTANISLAO,0,0,0,0,0,0,0,0,1,1080,Bajo
13650,BOLÍVAR,SAN FERNANDO,0,0,0,0,0,0,0,0,2,1645,Bajo
13654,BOLÍVAR,SAN JACINTO,0,0,0,0,0,0,0,0,0,0,
13655,BOLÍVAR,SAN JACINTO DEL CAUCA,0,0,0,0,0,0,1,5526,1,0,Bajo
13657,BOLÍVAR,SAN JUAN NEPOMUCENO,0,0,0,0,0,0,0,0,2,1830,Bajo
13667,BOLÍVAR,SAN MARTÍN DE LOBA,0,0,0,0,0,0,0,0,1,660,Bajo
13670,BOLÍVAR,SAN PABLO,0,0,0,0,0,0,0,0,0,0,
13673,BOLÍVAR,SANTA CATALINA,0,0,0,0,0,0,0,0,0,0,
13683,BOLÍVAR,SANTA ROSA,0,0,0,0,0,0,0,0,2,1596,Bajo
13688,BOLÍVAR,SANTA ROSA DEL SUR,0,0,0,0,0,0,0,0,0,0,
13744,BOLÍVAR,SIMITÍ,1,0,1,110,0,0,0,0,0,0,Bajo
13760,BOLÍVAR,SOPLAVIENTO,0,0,0,0,0,0,0,0,0,0,
13780,BOLÍVAR,TALAIGUA NUEVO,0,0,0,0,0,0,0,0,0,0,
13810,BOLÍVAR,TIQUISIO,0,0,0,0,0,0,0,0,0,0,
13836,BOLÍVAR,TURBACO,0,0,0,0,0,0,0,0,3,90,Bajo
13838,BOLÍVAR,TURBANÁ,0,0,0,0,0,0,0,0,2,0,Bajo
13873,BOLÍVAR,VILLANUEVA,0,0,0,0,0,0,0,0,0,0,
13894,BOLÍVAR,ZAMBRANO,1,1,0,0,0,0,0,0,0,0,Bajo
15001,BOYACÁ,TUNJA,0,0,0,0,0,0,0,0,0,0,
15022,BOYACÁ,ALMEIDA,0,0,0,0,0,0,0,0,1,0,Bajo
15047,BOYACÁ,AQUITANIA,0,0,0,0,0,0,0,0,3,0,Bajo
15051,BOYACÁ,ARCABUCO,0,0,0,0,0,0,0,0,0,0,
15087,BOYACÁ,BELÉN,0,0,0,0,0,0,0,0,0,0,
15090,BOYACÁ,BERBEO,0,0,0,0,0,0,0,0,0,0,
15092,BOYACÁ,BETÉITIVA,0,0,0,0,0,0,0,0,1,0,Bajo
15097,BOYACÁ,BOAVITA,0,0,0,0,0,0,0,0,1,0,Bajo
15104,BOYACÁ,BOYACÁ,0,0,0,0,0,0,0,0,0,0,
15106,BOYACÁ,BRICEÑO,0,0,0,0,0,0,0,0,1,844,Bajo
15109,BOYACÁ,BUENAVISTA,0,0,0,0,0,0,0,0,1,43,Bajo
15114,BOYACÁ,BUSBANZÁ,0,0,0,0,0,0,0,0,0,0,
15131,BOYACÁ,CALDAS,0,0,0,0,0,0,0,0,0,0,
15135,BOYACÁ,CAMPOHERMOSO,0,0,0,0,0,0,0,0,0,0,
15162,BOYACÁ,CERINZA,0,0,0,0,0,0,0,0,0,0,
15172,BOYACÁ,CHINAVITA,0,0,0,0,0,0,0,0,2,0,Bajo
15176,BOYACÁ,CHIQUINQUIRÁ,0,0,0,0,0,0,0,0,1,0,Bajo
15180,BOYACÁ,CHISCAS,0,0,0,0,0,0,0,0,0,0,
15183,BOYACÁ,CHITA,0,0,0,0,0,0,0,0,3,0,Bajo
15185,BOYACÁ,CHITARAQUE,0,0,0,0,0,0,0,0,0,0,
15187,BOYACÁ,CHIVATÁ,0,0,0,0,0,0,0,0,1,1,Bajo
15189,BOYACÁ,CIÉNEGA,0,0,0,0,0,0,0,0,1,0,Bajo
15204,BOYACÁ,CÓMBITA,0,0,0,0,0,0,0,0,0,0,
15212,BOYACÁ,COPER,0,0,0,0,0,0,0,0,1,4,Bajo
15215,BOYACÁ,CORRALES,0,0,0,0,0,0,0,0,0,0,
15218,BOYACÁ,COVARACHÍA,0,0,0,0,0,0,0,0,1,0,Bajo
15223,BOYACÁ,CUBARÁ,0,0,0,0,1,1,0,0,0,0,Bajo
19318,CAUCA,GUAPI,2,1,4,506,11,17,0,0,0,0,Alto
15224,BOYACÁ,CUCAITA,0,0,0,0,0,0,0,0,0,0,
15226,BOYACÁ,CUÍTIVA,0,0,0,0,0,0,0,0,2,0,Bajo
15232,BOYACÁ,CHÍQUIZA,0,0,0,0,0,0,0,0,1,0,Bajo
15236,BOYACÁ,CHIVOR,0,0,0,0,0,0,0,0,0,0,
15238,BOYACÁ,DUITAMA,0,0,0,0,0,0,0,0,2,4,Bajo
15244,BOYACÁ,EL COCUY,0,0,0,0,0,0,0,0,0,0,
15248,BOYACÁ,EL ESPINO,0,0,0,0,0,0,0,0,1,0,Bajo
15272,BOYACÁ,FIRAVITOBA,0,0,0,0,0,0,0,0,3,0,Bajo
15276,BOYACÁ,FLORESTA,0,0,0,0,0,0,0,0,1,0,Bajo
15293,BOYACÁ,GACHANTIVÁ,0,0,0,0,0,0,0,0,0,0,
15296,BOYACÁ,GÁMEZA,0,0,0,0,0,0,0,0,1,1,Bajo
15299,BOYACÁ,GARAGOA,0,0,0,0,0,0,0,0,1,0,Bajo
15317,BOYACÁ,GUACAMAYAS,0,0,0,0,0,0,0,0,0,0,
15322,BOYACÁ,GUATEQUE,0,0,0,0,0,0,0,0,2,0,Bajo
15325,BOYACÁ,GUAYATÁ,0,0,0,0,0,0,0,0,0,0,
15332,BOYACÁ,GÜICÁN DE LA SIERRA,0,0,0,0,0,0,0,0,0,0,
15362,BOYACÁ,IZA,0,0,0,0,0,0,0,0,1,0,Bajo
15367,BOYACÁ,JENESANO,0,0,0,0,0,0,0,0,2,164,Bajo
15368,BOYACÁ,JERICÓ,0,0,0,0,0,0,0,0,0,0,
15377,BOYACÁ,LABRANZAGRANDE,0,0,0,0,0,0,0,0,0,0,
15380,BOYACÁ,LA CAPILLA,0,0,0,0,0,0,0,0,0,0,
15401,BOYACÁ,LA VICTORIA,0,0,0,0,0,0,0,0,0,0,
15403,BOYACÁ,LA UVITA,0,0,0,0,0,0,0,0,0,0,
15407,BOYACÁ,VILLA DE LEYVA,0,0,0,0,0,0,0,0,1,0,Bajo
15425,BOYACÁ,MACANAL,0,0,0,0,0,0,0,0,1,0,Bajo
15442,BOYACÁ,MARIPÍ,0,0,0,0,0,0,0,0,1,0,Bajo
15455,BOYACÁ,MIRAFLORES,0,0,0,0,0,0,0,0,0,0,
15464,BOYACÁ,MONGUA,0,0,0,0,0,0,0,0,2,0,Bajo
15466,BOYACÁ,MONGUÍ,0,0,0,0,0,0,0,0,0,0,
15469,BOYACÁ,MONIQUIRÁ,0,0,0,0,0,0,0,0,1,4,Bajo
15476,BOYACÁ,MOTAVITA,0,0,0,0,0,0,0,0,0,0,
15480,BOYACÁ,MUZO,0,0,0,0,0,0,0,0,2,178,Bajo
15491,BOYACÁ,NOBSA,0,0,0,0,0,0,0,0,3,35,Bajo
15494,BOYACÁ,NUEVO COLÓN,0,0,0,0,0,0,0,0,1,0,Bajo
15500,BOYACÁ,OICATÁ,0,0,0,0,0,0,0,0,0,0,
15507,BOYACÁ,OTANCHE,0,0,0,0,0,0,0,0,1,1,Bajo
15511,BOYACÁ,PACHAVITA,0,0,0,0,0,0,0,0,0,0,
15514,BOYACÁ,PÁEZ,0,0,0,0,0,0,0,0,0,0,
15516,BOYACÁ,PAIPA,0,0,0,0,0,0,0,0,3,39,Bajo
15518,BOYACÁ,PAJARITO,0,0,0,0,0,0,0,0,0,0,
15522,BOYACÁ,PANQUEBA,0,0,0,0,0,0,0,0,0,0,
15531,BOYACÁ,PAUNA,0,0,0,0,0,0,0,0,2,0,Bajo
15533,BOYACÁ,PAYA,0,0,0,0,0,0,0,0,0,0,
15537,BOYACÁ,PAZ DE RÍO,0,0,0,0,0,0,0,0,0,0,
15542,BOYACÁ,PESCA,0,0,0,0,0,0,0,0,1,0,Bajo
15550,BOYACÁ,PISBA,0,0,0,0,0,0,0,0,1,0,Bajo
15572,BOYACÁ,PUERTO BOYACÁ,0,0,0,0,0,0,0,0,4,540,Bajo
15580,BOYACÁ,QUÍPAMA,0,0,0,0,0,0,0,0,1,244,Bajo
15599,BOYACÁ,RAMIRIQUÍ,0,0,0,0,0,0,0,0,0,0,
15600,BOYACÁ,RÁQUIRA,0,0,0,0,0,0,0,0,4,2,Bajo
15621,BOYACÁ,RONDÓN,0,0,0,0,0,0,0,0,0,0,
15632,BOYACÁ,SABOYÁ,0,0,0,0,0,0,0,0,0,0,
15638,BOYACÁ,SÁCHICA,0,0,0,0,0,0,0,0,0,0,
15646,BOYACÁ,SAMACÁ,0,0,0,0,0,0,0,0,2,7,Bajo
15660,BOYACÁ,SAN EDUARDO,0,0,0,0,0,0,0,0,0,0,
15664,BOYACÁ,SAN JOSÉ DE PARE,0,0,0,0,0,0,0,0,0,0,
15667,BOYACÁ,SAN LUIS DE GACENO,0,0,0,0,0,0,0,0,0,0,
15673,BOYACÁ,SAN MATEO,0,0,0,0,0,0,0,0,2,0,Bajo
15676,BOYACÁ,SAN MIGUEL DE SEMA,0,0,0,0,0,0,0,0,0,0,
15681,BOYACÁ,SAN PABLO DE BORBUR,0,0,0,0,0,0,0,0,0,0,
15686,BOYACÁ,SANTANA,0,0,0,0,0,0,0,0,0,0,
15690,BOYACÁ,SANTA MARÍA,0,0,0,0,0,0,0,0,2,0,Bajo
15693,BOYACÁ,SANTA ROSA DE VITERBO,0,0,0,0,0,0,0,0,0,0,
15696,BOYACÁ,SANTA SOFÍA,0,0,0,0,0,0,0,0,0,0,
15720,BOYACÁ,SATIVANORTE,0,0,0,0,0,0,0,0,1,0,Bajo
15723,BOYACÁ,SATIVASUR,0,0,0,0,0,0,0,0,1,1,Bajo
